subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baguio: ""City of Pines""",,278,does anyone know the schedule of events for this years panagbenga festival?,4-Jan-06,xgeishax,0.01,30,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,279,malapit na!!!sa feb 13 na!!!!!!,7-Jan-06,victoryliner,0.23,995,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",the best transient house,280,Very accomodating ang may ari at napakalinis pa ng house ... Remy and Fred Lim 130 Sta. Scholastica Village Baguio City 10 minutes away lang from SM 0919-2167779 074-4446945 Just tell them Kay referred you ...,7-Jan-06,Sweetkay,3.41,"21,452",Does anybody know a Transient House in Baguio that can be rented for just 1 night? And a house that looks nice and definitely with no Ghosts Inside??,SUNSTAR,,,
Travel and Leisure,"Baguio: ""City of Pines""",,281,anong street ba ng route ng parade? 1 day lang ba tlaga sya?,7-Jan-06,elixir,0.1,558,malapit na!!!sa feb 13 na!!!!!!,victoryliner,,,
Travel and Leisure,"Baguio: ""City of Pines""",,282,My bf will be celebrating his bday on the 14th...as a bday gift (and anniversary gift na rin) I'm planning to reserve a 3-day/2-night accommodation for us at Hotel Veniz. Does anyone here who recently tried this hotel in Baguio? Are the rooms comfortable enough? How's the location...hindi ba maingay? Any info about this hotel would be highly appreciated...tnx in advance...,9-Jan-06,wandergirl,0.02,89,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,283,hullo. ok jan sa Hotel Veniz. Eto web nila: http://www.hotelveniz.com/flash/flash.html Rooms are ok. yung rate nila varies during peak season. better call and make reservations before you go there esp. lapit na flower fest. Yung location niya is sa may Session Road baba. ok naman don. It's almost accessible to every place.,9-Jan-06,mauve_2002,0.63,"3,607",My bf will be celebrating his bday on the 14th...as a bday gift (and anniversary gift na rin) I'm planning to reserve a 3-day/2-night accommodation for us at Hotel Veniz. Does anyone here who recently tried this hotel in Baguio? Are the rooms comfortable enough? How's the location...hindi ba maingay? Any info about this hotel would be highly appreciated...tnx in advance...,wandergirl,,,http://www.hotelveniz.com/flash/flash.html
Travel and Leisure,"Baguio: ""City of Pines""",parking,284,"hello, ok po ba ang parking sa hotel veniz? we're going there sa jan14-16... hindi pa naman off-peak that time di ba? my husband and i are looking for an affordable hotel like veniz but with a safe parking... i read kasi a review sa website ng travel advisor na ang pangit daw ng parking nila and ang sikip pa so if di kami pwede sa veniz, hanap kami near the cathedral, can anyone suggest any hotel here po? thanks!",9-Jan-06,sweetsweet,0,5,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,285,"Tnx mauve_2002...pero, hindi ba maingay dun especially pag gabi. Coz I read a review somewhere saying she's very disappointed with the place kasi daw sobrang liit ng mga rooms and small portions *** yung servings ng food and then at night ang ingay daw...any truth to this?",10-Jan-06,wandergirl,0.02,89,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,286,@wander sa kissad na lang kayo humanap ng hotel tahimik pa dun.,10-Jan-06,twotrickpony,0.14,619,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,287,Sino pupunta/nasa Baguio ng 14-16????? Text niyo na lang ako. 09182360726.,10-Jan-06,[G]erald™,0.39,"1,793",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",Bus Tours / Guided Tours,288,"Guys, We'll be visiting Phils this Easter. ANy info about bus/guided tours to Baguio during those times? Thanks",10-Jan-06,mesopotamia,0.01,54,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,289,nice nick! i love that song from b-52's easter? medyo madami tao dyan at medyo mahal ang bilihin pag ganyang panahon. maliit lang ang baguio you wont get lost. just print a map then your feet will take you. hehe.,11-Jan-06,ultrasound,0.05,198,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,290,"tnx so you reckon if we will just commute with the printed map, its no drama to go wherever we wanna go? we won't stay there long anyway. max of 5 days *****. tnx anyway",11-Jan-06,mesopotamia,0.01,54,"nice nick!,<sep>,easter? medyo madami tao dyan at medyo mahal ang bilihin pag ganyang panahon. maliit lang ang baguio you wont get lost. just print a map then your feet will take you. hehe.","ultrasound,ultrasound",,,
Travel and Leisure,"Baguio: ""City of Pines""",,291,tama! malliit lang ang baguio. kami naglalakad lang. andaling makabisado streets dyan. taxi fare is 25 php ang flag down. pinakamahal na nasingil sa akin sa taxi ay 37.50 mula kisad hanggang mines view. saka kahit .50 cents susuklian ka talaga nila. hehe. mababait tao dun.,11-Jan-06,twotrickpony,0.14,619,"tnx so you reckon if we will just commute with the printed map, its no drama to go wherever we wanna go? we won't stay there long anyway. max of 5 days *****. tnx anyway",mesopotamia,,,
Travel and Leisure,"Baguio: ""City of Pines""",,292,san ba makakakuha ng Map ng Baguio *** sobrang detalyado? please help. thanks!,13-Jan-06,keneshea,0.03,163,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,293,pinaparent ba nila mga cottages dun? u know their contact #?,17-Jan-06,ate germs,0.54,"3,368",Try the cottages in John Hay. Last weekend we were there with my family. Old but well maintained and sobra nice! Dami pa pine trees and may fireplace.,geekhead,,,
Travel and Leisure,"Baguio: ""City of Pines""",zeeh schedule of events,294,http://www.baguio.gov.ph/panagbenga/panagbenga.htm anyone going?,17-Jan-06,candyduday23,0.01,75,,,,,http://www.baguio.gov.ph/panagbenga/panagbenga.htm
Travel and Leisure,"Baguio: ""City of Pines""",,295,"I've been to Baguio almost every year. Hindi ko na sya masyadong gusto ngayon compared nun bata pa ako. Ang dami-dami ng tao ngayon. 15-20 years ago, pwede ka pa tumakbo-takbo sa Session Road.",18-Jan-06,aaronjay,0,21,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,296,"You grew up in Baguio City if ... 1. you bought your school supplies from CID Educational Supplies 2. you bought your fabrics from Tiong San Bazaar (before there was the Old, the New and Harrison aside from Valiram's, Bheromull's, Bombay and Fil-Indian) 3. you bought your imported ingredients from D & S Fine Foods 4. you went to Tea House for all its delicacies like the pancit,the cakes, etc. 5. you went to see movies at Pines or Session Theatre either in the orchestra, loge or the balcony section (without airconditioning) 6. you went to Gold Mine Disco at Hyatt Terraces for night outs(sometime later Spirits became the ""in"" place) 7. you thought that the best Chinese restaurants in town were Rosebowl and Star café (Mt. Peak where Abanao Mall now is was alsogood) 8. the only grocery store you remember is Sunshine Grocery (the small one) 9. you had your photos developed at Pines or Mountain Studio 10. you remember where the politicians met for coffee * Dainty! (Itis Luisa's café right now I think) 11. you know where to buy the best Sans Rival * Sizzling Plate 12. you bought chiffon birthday cakes at Tesoro's 13. you know what cooking oil looked like if not in bottles 14. you remember there was a real tree in the rotunda fronting whatis now SM Baguio and the post office (which was cut down to give wayto the fountain of tiyanaks and eventually to the concrete pine tree) 15. you remember that there was a Session Café! 16. you ate toasted siopao from Handaan when it was the craze. 17. you enjoyed eating pizza at the old Shakey's located at thebasement of Skyworld (now the haven of ukay ukay) 18. you had your milk supplied in bottles from the Baguio dairy farm 19. you had eaten good food at the slaughterhouse (like papaitan) 20. you speak straight and clear english without an annoying colegiala accent 21. you listened to DWHB when it was not yet corny (or in fact it wasthe only cool FM station playing the latest hits) 22. you ate lunch at Benedict's 23. you spent your free time hanging out at FRB 24. you ate the best fried chicken at Mother's 25. you roller skated at John Hay 26. you remember that Sharon Cuneta's half brother had a restaurantin Maharlika 27. you bought imported goods either at John Hay commissary (for those who had the privilege), the PX goods stores in the market or at GP arcade (for the rubber shoes) 28. you studied music at Musar or at the Girls' High music department 29. you remember that there was no Berlin Wall between Center and Lab 30. you were once hospitalized in Notre Dame, the hospital run by sisters 31. your mom studied at St. Theresa's boarding school 32. you had friends studying in Marishan or UP High School 33. you felt sad at Pines Hotel burning down (it was always featured in the movies of the 70s and 80s) 34. you rode the jeep at the paradahan where the Baguio Center Mall is now located 35. if you are Chinese, you were enrolled in Chinese lessons at Patriotic 36. you could hear the voice of Baby de Guzman, a local announcer,emanating from your lolo's AM radio in the early hours of the morning 37. you used oil lamps back home 38. you are/were not awestruck at the sight of an artista or celebrity 39. you did not wear the Baguio City bonnet 40. your idea of a good weekend was a picnic at Burnham or Camp JohnHay or swimming at Asin or Klondike hot springs 41. you ate imported ice cream on cones with square ends in John Hay or the best American food in Halfway House or 19 th tee 42. you somehow attended a classy party in the Main Club when it wasstill just one wing (which eventually became two wings and which weredemolished to give way to the Manor) 43. you played at the bowling lanes lining Mabini St. * Olympia andAurora (Mile Hi was in John Hay) 44. you regarded Hilltop hotel as a monstrosity looming over themarket (a predecessor of SM Baguio!) 45. you traveled to La Trinidad without encountering traffic 46. you managed to sample fried ice cream at Greenwich (back when itwas not yet owned by Jollibee) 47. you at one time or another wore ""civilian"" clothes in school instead of the usual blue and white uniforms because the laundrydidn't dry up in time during the rainy season. 48. you visited the Orchidarium which was located where the skatingrink is now which used to be the original site of the original skating rink(?) 49. if you studied in Girls High, you remember the Kundirana (AnimoLa Salle!) visiting every year 50. you paraded on the street because it was Baguio Day (not becauseof Panagbenga) 51. you somehow graduated from playing with spiders to pigeons toaquarium fish to fighting ***** 52. you could actually leave home and be at the plaza in 5 minutes(which is totally impossible now) 53. you had a sayotehan in the backyard 54. you knew the lion head in kennon had a different color (what isit now anyway? From black to red to yellow to ???) 55. you ate the raisin bread from Country Club 56. you remember the PMA graduating class always giving a dress parade 57. you recalled that the Baguio Botanical Garden was formerly known as Imelda park (and you knew of the urban legend that it was the old zoo and that a giant snake escaped from its cage) 58. you tried ghost hunting (or as they now call it spirit questing)at Diplomat Hotel 59. you crossed the streets and not the overpasses 60. you knew the Hangar was where you could buy the cheapest veggies 61. you bought medicine from the Parungao pharmacy (the onlycompetitor of mercury) 62. you ate merienda and bought hopia from Master Hopia!63. you could buy the yellow cinnamon roll (in the form a round cake) anywhere 64. You ate cheap long johns stuffed with cheese 65. you had shoes bought and fixed along General Luna road (if youdidn't buy from Greggs in Session road) 66. you marveled at the fact that you could see your breathe out in the cold! (which meant it was still that cold then!) 67. you wore those colorful plastic boots (in red, blue or black) toschool when the rains got so heavy 68. you could recall that there were indeed mines in Mines View Park (and not the roofs of houses) 69. you rode on cabs that were 4 door sedans and not FXs. 70. you knew what Chaparral signified 71. you wore socks to bed to keep warm 72. you had a 4 digit telephone number courtesy of PILTEL 73. you were able to venture into the Crystal Caves when it was still pristine 74. you knew Boys' High as being only for boys and Girls' High andHoly Fam as two separate high schools for females (with different uniforms) 75. you can enter the SLU campus without having to show any ID (itwas that open) 76. you read the Midland Courier or the Gold Ore due to your lola's proddings 77. you saw elderly men wearing their best suits and hats while walking along Session Road 78. you had leather shoes shined by a shoeshine boy7 79. you witnessed a dog show at the soccer field in Burnham 80. you knew of the Golden Buddha story 81. you once enjoyed camping as a boy or girl scout at the site near the John Hay fire station (where a convention center is now located) 82. you had a school-sponsored recollection in one of the manyconvents and seminaries in the city 83. you saw the Marcos mansions while they were still not ruins 84. you passed by Kennon while there were still the Twin Peaks (dueto numerous landslides the other peak has disappeared) and the BridalVeil falls 85. you once planted a pine tree sapling for the a regreening movement effort 86. you had a dried up garland of everlasting around the Infant Jesus statue at home 87. you ate the best bananas from Sablan (not anymore!) 88. you somehow ate at any of these Cating owned restos * Solibao, Ganza, Cañao and Tom Sawyer's 89. you were able to travel to Manila using the oldnon-airconditioned buses (there was even a train from Manila toDamortis) 90. you had FEN courtesy of those special antennas and therefore enjoyed to the max all the hit Western TV shows (that's why you wereso angry when the bases were pulled out!) 91. you ate at Café by the Ruins and O-Mai-Khan 92. you rode on the Philippine Rabbit back when its terminal was at Magsaysay avenue 93. you traveled to Manila using Dangwa or to Ilocos using BAL or Times 94. you drank Benguet coffee 95. your family may have owned a Volkswagen beetle (Baguio has oneof the highest densities of this car since the Tabandas of La Trinidad had a dealership) 96. you always were afraid of that pine tree in the middle of theroad on the way to the Loakan airport (it has been cut down) 97. you attempted to explore Mt. Sto. Tomas and remembered to remove your watch (they said it was going to be damaged if you didn't) 98. you used your fireplace during Christmases of yore 99. you knew Europa as the one and only condominium 100. you bought your vinyl albums and eventually cassette tapes and the posters at Plakabar 101. you distinctly remember that there was a small public library near the Athletic Bowl and the tennis courts in Burnham 102. you enjoyed the bump car rides at the basement of Maharlika (back when it was not yet a food court) 103. you never went malling and instead enjoyed the numerous parksand outdoor amusements that Baguio offered",20-Jan-06,mauve_2002,0.63,"3,607",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,297,i will be in Baguio this Thursday with my closest friends where can we get a transient na mura at maayos at malinis at maganda? Ü pls pm me!!,20-Jan-06,princessfink,0.02,93,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,298,ngayon tatakbo ka pa din.... kailangan tumakbo para habulin yung mga pick-pocketers!!,20-Jan-06,Mr_Bum,0.07,310,"I've been to Baguio almost every year. Hindi ko na sya masyadong gusto ngayon compared nun bata pa ako. Ang dami-dami ng tao ngayon. 15-20 years ago, pwede ka pa tumakbo-takbo sa Session Road.",aaronjay,,,
Travel and Leisure,"Baguio: ""City of Pines""",,299,sa totoo lang OA ang Baguio!! 3 months na festival!!!,20-Jan-06,Mr_Bum,0.07,310,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,300,dun sa parking sa burnham pagpapasok ka pa lang meron sila binebenta,23-Jan-06,sweetsweet,0,5,san ba makakakuha ng Map ng Baguio *** sobrang detalyado? please help. thanks!,keneshea,,,
Travel and Leisure,"Baguio: ""City of Pines""",,301,hello! ok lang ba dito? my gf and i are planning to go there next month eh. how much is the rate? ok lang ba yung rum? thanks!,24-Jan-06,preym23,0,3,Very accomodating ang may ari at napakalinis pa ng house ... Remy and Fred Lim 130 Sta. Scholastica Village Baguio City 10 minutes away lang from SM 0919-2167779 074-4446945 Just tell them Kay referred you ...,Sweetkay,,,
Travel and Leisure,"Baguio: ""City of Pines""",,302,"kagagaling ko lang Baguio, bwisit pag uwi sa Maynila...",26-Jan-06,Kampanero,0,19,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",transient homes,303,"http://www.baguiocity.com/mileshome/index.html I found this through the net. Mukhang okay naman. eto pa: http://www.baguiocity.com/bcmain_hotels.php Me and my friend will be going to Baguio and will be staying at Blue Mountain Hotel. 600/day or 300 per person. With private t/b and hot & cold showers na yan and cable TV and queensize bed daw. We also found this through the net, sa virtual tourist forums and the guy recommended it. I immediately contacted the cellphone number of the contact person to reserve. The cheapest na medyo okay kase na hotel that we found is P1,200. Bago lang daw ang hotel, wala pa sa mga directory. We'll see. I have yet to see the place, its in Marcos highway. I'll post my review and photos after my experience.",26-Jan-06,WhItEFox,0.31,"1,787",,,,,"http://www.baguiocity.com/mileshome/index.html,http://www.baguiocity.com/bcmain_hotels.php"
Travel and Leisure,"Baguio: ""City of Pines""",,304,"*** sa mga pupunta ng Baguio, ok mag stay sa Hotel Veniz! sobrang cozy ng room kahit *** tipong standard lang nila and ang maganda pa nun eh nasa gitna so pwede mo lakarin papunta dun sa palengke or sa burnham and session road...basta sobrang accessible, tapos dun lang sa bandang likod may diner dun na sobrang sarap ng food na mura lang...hindi na nga lang masyado malamig...hehehehehehe...kaya kami punta fuego naman this weekend...yahoooooo!!!!!",27-Jan-06,keneshea,0.03,163,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,305,san kaya ako pede mag inquire sa blue mountain..ang mura nya kc e...tnx...,30-Jan-06,coffeebean,0.03,142,"http://www.baguiocity.com/mileshome/index.html I found this through the net. Mukhang okay naman. eto pa: http://www.baguiocity.com/bcmain_hotels.php Me and my friend will be going to Baguio and will be staying at Blue Mountain Hotel. 600/day or 300 per person. With private t/b and hot & cold showers na yan and cable TV and queensize bed daw. We also found this through the net, sa virtual tourist forums and the guy recommended it. I immediately contacted the cellphone number of the contact person to reserve. The cheapest na medyo okay kase na hotel that we found is P1,200. Bago lang daw ang hotel, wala pa sa mga directory. We'll see. I have yet to see the place, its in Marcos highway. I'll post my review and photos after my experience.",WhItEFox,,,
Travel and Leisure,"Baguio: ""City of Pines""",,306,been to baguio and stayed at blue mt. okay naman. 2 queensize beds pa binigay samin kahit 2 lang kame. wala akong reklamo. text or call 0917-507-2030. Look for Mark. Tell him Luisa referred you.,1-Feb-06,WhItEFox,0.31,"1,787",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,307,"If you stay in downtown Baguio, hindi talaga malamig dahil sa usok at polusyon. That's why I always stay as far away from downtown as possible.",1-Feb-06,lite,0.35,"2,030","*** sa mga pupunta ng Baguio, ok mag stay sa Hotel Veniz! sobrang cozy ng room kahit *** tipong standard lang nila and ang maganda pa nun eh nasa gitna so pwede mo lakarin papunta dun sa palengke or sa burnham and session road...basta sobrang accessible, tapos dun lang sa bandang likod may diner dun na sobrang sarap ng food na mura lang...hindi na nga lang masyado malamig...hehehehehehe...kaya kami punta fuego naman this weekend...yahoooooo!!!!!",keneshea,,,
Travel and Leisure,"Baguio: ""City of Pines""",,308,Saan banda blue mountain? Bago mag bgh? Thanks! Ilang rooms ito?,2-Feb-06,geekhead,0.28,"1,615",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,309,ako libre nyo ako sa baguio.... sagot ko place niyo....hehehhee,2-Feb-06,kobe20,0.34,"2,159",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",ask ko lan,310,bro! my number kb ng cjh manor im planning to go der. thnx..,2-Feb-06,team611,0.01,48,CJH Manor! the best! kinda expensive pero worth naman!,eiffel_83,,,
Travel and Leisure,"Baguio: ""City of Pines""",,311,"Its along Marcos Highway, tapat halos ng Sta. Theresa Inn. Around 5 mins away from the city kase ayaw namin sa mausok at maingay na lugar. 11 rooms lang lahat. For other info, tanong nyo n lang sa number na binigay ko. He'll be more than willing to accommodate you. Mababait yung mga tao dun saka family owned. Sa baba merong mini grocery/fastfood/wet market ihawan so pag tinamad kayo lumabas dun n lang kayo magpaihaw ihatid pa sa room nyo. The room has hot & cold showers, cable TV, terrace. YOu can ask for towels and plates naman and free ang hot water sa may lobby if you want to drink coffee. WE arrived a lil early but they allow us to check in without extra charge as long as may vacant na room.",2-Feb-06,WhItEFox,0.31,"1,787",Saan banda blue mountain? Bago mag bgh? Thanks! Ilang rooms ito?,geekhead,,,
Travel and Leisure,"Baguio: ""City of Pines""",ask lang po ako,312,how much is ur rate 4 2 persons? 2 days sn *** dyn? tnx..,2-Feb-06,team611,0.01,48,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",inquire lang po,313,"[QUOTE=summer place]Greetings from the city of Baguio! The summer season is fast approaching, plans of where to spend the Holy week and summer vacation comes to mind. As the season asks for it, and Baguio City as a summer destination in our country, Summer Place Hotel Baguio, would like to invite you to spend your vacation with us! We have special promo packages set for you, just check out our website! We even have student rates for as low as P250 per person! We also offer an ideal central location for seminars and events. Whether it be a small business meeting or a large conference, we have a variety of conference and function rooms and can cater for any event. We accept birthdays , conference, debut, gathering, meetings, seminars workshops and weddings that we customize to fit ones budget. From flexible room layouts to tailored menus, Summer Place creates just the right atmosphere – as simple or as technically sophisticated as you choose. Please visit our website for details regarding our hotel. www.SummerPlaceBaguio.com [/QUOTE how much is ur rate for 2 persons?? im planning to go there",2-Feb-06,team611,0.01,48,,,,,http://www.SummerPlaceBaguio.com
Travel and Leisure,"Baguio: ""City of Pines""",ask ko lang,314,ok b *** place dun? may contact # po kyo ng hotel reneca? punta sna *** this last week ng feb wiith my 2 frends.... tnx po...,2-Feb-06,team611,0.01,48,"I went to baguio last february , the weekend of the panagbenga. I stayed at Hotel Reneca. It was a good hotel. clean and homey. Heater in the shower works ( which is whats impt for me) and hotel staff was accommodating. Costs 1k/night in a double occupancy room. Whats more they allowed me to check in at 6 am when actual check in time was 12 NN with no extra charge!",debie272002,,,
Travel and Leisure,"Baguio: ""City of Pines""",,315,Going To Baguio Next Week Do U Know Of A Decent But Affordable (200 Pesos ?) Place For Overnight Stay/1 Person?,3-Feb-06,cjr,0.01,60,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,316,"whitefox, post ka naman sana ng pictures nung room kun meron man. thanks!",4-Feb-06,bridesmaid,0.19,840,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,317,Thanks! pne more thing. di ba maingay? I mean its along marcos hway kasi,4-Feb-06,geekhead,0.28,"1,615","Its along Marcos Highway, tapat halos ng Sta. Theresa Inn. Around 5 mins away from the city kase ayaw namin sa mausok at maingay na lugar. 11 rooms lang lahat. For other info, tanong nyo n lang sa number na binigay ko. He'll be more than willing to accommodate you. Mababait yung mga tao dun saka family owned. Sa baba merong mini grocery/fastfood/wet market ihawan so pag tinamad kayo lumabas dun n lang kayo magpaihaw ihatid pa sa room nyo. The room has hot & cold showers, cable TV, terrace. YOu can ask for towels and plates naman and free ang hot water sa may lobby if you want to drink coffee. WE arrived a lil early but they allow us to check in without extra charge as long as may vacant na room.",WhItEFox,,,
Travel and Leisure,"Baguio: ""City of Pines""",good place near Grotto,318,"hi guys. anyone know a place near the Lourdes Grotto, good for a family of 8? yung reasonably priced syempers",4-Feb-06,maiang,0,1,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,319,"Yung rooms di naman nasa front mismo ng highway, so di maingay. Saka its not near a busy intersection. Sorry i forgot to take pictures, but the rooms are spacious, floors are made of wood parquet and may terrace sa likod where u can hang your towels and see the view, and there's 14-inch cable TV. It's only P600/day so I'm not expecting a hotel accomodation. More like a hostel. As long as the bed, blankets are clean and comfy I didn't know what the place looked like before kami nag check in. But I'm glad okay naman ang place/room.",5-Feb-06,WhItEFox,0.31,"1,787",Thanks! pne more thing. di ba maingay? I mean its along marcos hway kasi,geekhead,,,
Travel and Leisure,"Baguio: ""City of Pines""",,320,which is better...hotel veniz or el cielito inn?,6-Feb-06,pagma_lilip,0.02,111,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,321,"for me, hotel veniz is (much) better...el cielito inn - mukhang haunted!!! heheheh",7-Feb-06,Dianne Kay,0.01,23,which is better...hotel veniz or el cielito inn?,pagma_lilip,,,
Travel and Leisure,"Baguio: ""City of Pines""",,322,"Peeps, What's the average travel time going to Baguio from NLEX Balintawak Toll Gate if by car? I'm thinking of bringing my own transpo so I prefer to leave early morning as opposed to a night trip. If check in time is at 2:00 pm, what time do I need to hit NLEX Balintawak Toll Gate leaving enough room for a one-hour lunch break? Thanks!",8-Feb-06,TwistedFilter,0.02,113,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,323,Thanks SweetKay.. try ko itong itext...,8-Feb-06,bluebearfrancis,0.03,136,Very accomodating ang may ari at napakalinis pa ng house ... Remy and Fred Lim 130 Sta. Scholastica Village Baguio City 10 minutes away lang from SM 0919-2167779 074-4446945 Just tell them Kay referred you ...,Sweetkay,,,
Travel and Leisure,"Baguio: ""City of Pines""",,324,Bro you should be on your way around 4 am. If your not familiar with the roads. To avoid traffic pass by the Concepcion - LaPaz - Victoria - Paniqui route. But if you would be in NLEX by 4 am so around 6am you'll probably in Tarlac and by that time la pa masyado headache na traffic. If you get lucky you can also breeze thru Pangasinans rush hour. Relax driving with lunch and yosi break. Drive safe!,9-Feb-06,geekhead,0.28,"1,615","Peeps, What's the average travel time going to Baguio from NLEX Balintawak Toll Gate if by car? I'm thinking of bringing my own transpo so I prefer to leave early morning as opposed to a night trip. If check in time is at 2:00 pm, what time do I need to hit NLEX Balintawak Toll Gate leaving enough room for a one-hour lunch break? Thanks!",TwistedFilter,,,
Travel and Leisure,"Baguio: ""City of Pines""",,325,"Thanks for the advice, geekhead Which is the better route to take, Kennon Road or Marcos Highway? In my 7+ years of driving, this will be my first time to drive to Baguio. The farthest I've been to are Lucena, Quezon and San Juan, Batangas, which have plain roads.",9-Feb-06,TwistedFilter,0.02,113,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,326,"Well if you want sceneries like water falls and breathtaking views you can try Kennon. Plus you get to see the famous Lion! hehehehe But there are a a couple of spots where the roads are not well maintained so caution bro. There are also areas where one way lang because of some landslides so alalay lang Marcos highway is WIDE! Lots of twisties, downside is most of the PUV use this route bro. But at least you'd get to drive through the famous ala F1 tunnel! Wuhooooo!!!! Driving up to Baguio is always an experience for me. I'm tired of starightaways. You'd get to feel the power of your car when going uphill. Downshift and upshift at the right time. And when coming down just a word of caution. Dont overdo your brakes. Engine break is the way to go just a little tap on the breaks and some heel and toe technic for that Initial D tripping! Tell us all about your Baguio experience bro and dont forget to wear your seatbelt!",9-Feb-06,geekhead,0.28,"1,615",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",house for long-term rent,327,"Anyone knows of a good house that can be rented? At least 2 rooms, with a heater and hindi kalayuan sa SM. Kahit hindi fully-furnished basta maganda yung house and hindi kamahalan. Para sa newly-wed.",9-Feb-06,alfafemale,0.01,28,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,328,Ang ganda ng Manor Hotel,10-Feb-06,etxetera,3.3,"16,870",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,329,"Anong oras yung pinakahuling biyahe ng Victory Liner sa gabi papuntang Baguio, tsaka ano naman yung pinaka maaga? Thanks.",12-Feb-06,pauster007,0.31,"1,782",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,330,check this website www.victoryliner.com,12-Feb-06,justine_mommy,0.06,356,,,,,http://www.victoryliner.com
Travel and Leisure,"Baguio: ""City of Pines""",,331,"If the bus leaves at 11:30pm from Caloocan station, what time siya darating sa Baguio? Plano ko kasi umalis ng gabi ng Friday tapos libot lang sa Baguio buong Saturday then sa gabi ng Saturday pabalik na din sa Manila, so di na kami magrent ng house, libot libot lang. Baka madaling araw kasi kami dumating sa Baguio di ko alam kung saan kami puwede magpaumaga.",13-Feb-06,pauster007,0.31,"1,782",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,332,http://www.travel-to-philippines.blogspot.com/ visit this site...u will see....,28-Feb-06,iyah lujille,0.02,89,,,,,http://www.travel-to-philippines.blogspot.com/
Travel and Leisure,"Baguio: ""City of Pines""",RE: Venus Parkview Hotel,333,c would you know their contact number?? how much naman *** rate? ano *** nearest landmark nya? accessible ba *** place? thanks.. would you know their contact number?? how much naman *** rate? ano *** nearest landmark nya? accessible ba *** place? thanks..,11-Mar-06,alpha08,0,13,"any review about venus parkview hotel sa kissad, baguio? were planning to stay there.,<sep>,NAGstay kami diyan ng bf ko befor. May old wing at new wing yung building. MAGANDA siya. Kasi kami may veranda/balcony pa. 2 queen size beds yun, may cable tv, ok naman ang service. SObrang lamig kahit walang aircon. Pede kang humingi ng discount diyan. hehehe,<sep>,any review about venus parkview hotel sa kissad, baguio? were planning to stay there.,<sep>,NAGstay kami diyan ng bf ko befor. May old wing at new wing yung building. MAGANDA siya. Kasi kami may veranda/balcony pa. 2 queen size beds yun, may cable tv, ok naman ang service. SObrang lamig kahit walang aircon. Pede kang humingi ng discount diyan. hehehe","twotrickpony,gemski_16,twotrickpony,gemski_16",,,
Travel and Leisure,"Baguio: ""City of Pines""",,334,ok ba sa burnham hotel? mukhang cheap kasi yung rate and pwedeng magpabook using credit card kung nasa manila ka. sa mga nakapunta na... any hotel na marerecommend nyo with nice balcony na pwedeng makita ang city/mountains?,14-Mar-06,shawsank,1.36,"7,520",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,335,Wish ko rin pumunta Baguio this summer... May marerecommend ba kayong nice and homey transient house? pero kasi tight din budget namin eh. 5 po kami sana. Thanks!,23-Mar-06,i_love_blue,2.69,"16,434",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,336,Very accomodating ang may ari at napakalinis pa ng house ... may hot water din ... malapit lang sa SM ... ndi kayo magsisi for sure ... Remy and Fred Lim 130 Sta. Scholastica Village Baguio City 10 minutes away lang from SM 0919-2167779 074-4446945 Just tell them Kay referred you ...,23-Mar-06,Sweetkay,3.41,"21,452",,,,,
